-2.675589406862854958e-03,6.701693055219948292e-04,4.977929871529340744e-03,1.126670185476541519e-02,2.060700953006744385e-02,3.406102955341339111e-02,5.261950567364692688e-02,7.713931798934936523e-02,1.082844361662864685e-01,1.464741528034210205e-01,1.918409615755081177e-01,2.442010194063186646e-01,3.030396103858947754e-01,3.675112426280975342e-01,4.364569187164306641e-01,5.084368586540222168e-01,5.817776918411254883e-01,6.546325683593750000e-01,7.250508069992065430e-01,7.910559773445129395e-01,8.507246375083923340e-01,9.022665023803710938e-01,9.441003203392028809e-01,9.749202132225036621e-01,9.937530159950256348e-01,1.000000000000000000e+00,9.937530159950256348e-01,9.749202132225036621e-01,9.441003203392028809e-01,9.022665023803710938e-01,8.507246375083923340e-01,7.910559773445129395e-01,7.250508069992065430e-01,6.546325683593750000e-01,5.817776918411254883e-01,5.084368586540222168e-01,4.364569187164306641e-01,3.675112426280975342e-01,3.030396103858947754e-01,2.442010194063186646e-01,1.918409615755081177e-01,1.464741528034210205e-01,1.082844361662864685e-01,7.713931798934936523e-02,5.261950567364692688e-02,3.406102955341339111e-02,2.060700953006744385e-02,1.126670185476541519e-02,4.977929871529340744e-03,6.701693055219948292e-04,-2.675589406862854958e-03
-2.142579527571797371e-03,1.233886112459003925e-03,5.615956615656614304e-03,1.201974134892225266e-02,2.150962315499782562e-02,3.513883799314498901e-02,5.388699099421501160e-02,7.859846949577331543e-02,1.099241897463798523e-01,1.482707262039184570e-01,1.937591433525085449e-01,2.461962699890136719e-01,3.050606846809387207e-01,3.695034980773925781e-01,4.383655786514282227e-01,5.102108716964721680e-01,5.833727717399597168e-01,6.560142636299133301e-01,7.261968255043029785e-01,7.919576764106750488e-01,8.513877391815185547e-01,9.027110338211059570e-01,9.443595409393310547e-01,9.750384092330932617e-01,9.937828779220581055e-01,1.000000000000000000e+00,9.937828779220581055e-01,9.750384092330932617e-01,9.443595409393310547e-01,9.027110338211059570e-01,8.513877391815185547e-01,7.919576764106750488e-01,7.261968255043029785e-01,6.560142636299133301e-01,5.833727717399597168e-01,5.102108716964721680e-01,4.383655786514282227e-01,3.695034980773925781e-01,3.050606846809387207e-01,2.461962699890136719e-01,1.937591433525085449e-01,1.482707262039184570e-01,1.099241897463798523e-01,7.859846949577331543e-02,5.388699099421501160e-02,3.513883799314498901e-02,2.150962315499782562e-02,1.201974134892225266e-02,5.615956615656614304e-03,1.233886112459003925e-03,-2.142579527571797371e-03
-2.946978900581598282e-03,3.818572440650314093e-04,4.650336224585771561e-03,1.087871752679347992e-02,2.014056593179702759e-02,3.350254148244857788e-02,5.196116119623184204e-02,7.637982070446014404e-02,1.074293181300163269e-01,1.455356478691101074e-01,1.908373534679412842e-01,2.431557029485702515e-01,3.019794523715972900e-01,3.664650917053222656e-01,4.354536533355712891e-01,5.075036287307739258e-01,5.809378623962402344e-01,6.539046168327331543e-01,7.244467735290527344e-01,7.905805110931396484e-01,8.503748178482055664e-01,9.020317196846008301e-01,9.439633488655090332e-01,9.748578667640686035e-01,9.937371015548706055e-01,1.000000000000000000e+00,9.937371015548706055e-01,9.748578667640686035e-01,9.439633488655090332e-01,9.020317196846008301e-01,8.503748178482055664e-01,7.905805110931396484e-01,7.244467735290527344e-01,6.539046168327331543e-01,5.809378623962402344e-01,5.075036287307739258e-01,4.354536533355712891e-01,3.664650917053222656e-01,3.019794523715972900e-01,2.431557029485702515e-01,1.908373534679412842e-01,1.455356478691101074e-01,1.074293181300163269e-01,7.637982070446014404e-02,5.196116119623184204e-02,3.350254148244857788e-02,2.014056593179702759e-02,1.087871752679347992e-02,4.650336224585771561e-03,3.818572440650314093e-04,-2.946978900581598282e-03
-2.144645433872938156e-03,1.231950009241700172e-03,5.614024121314287186e-03,1.201770920306444168e-02,2.150746621191501617e-02,3.513653203845024109e-02,5.388457700610160828e-02,7.859601825475692749e-02,1.099217161536216736e-01,1.482683122158050537e-01,1.937568485736846924e-01,2.461941838264465332e-01,3.050587773323059082e-01,3.695018291473388672e-01,4.383641481399536133e-01,5.102097392082214355e-01,5.833718180656433105e-01,6.560134887695312500e-01,7.261962890625000000e-01,7.919573187828063965e-01,8.513875603675842285e-01,9.027107954025268555e-01,9.443593025207519531e-01,9.750383496284484863e-01,9.937828779220581055e-01,1.000000000000000000e+00,9.937828779220581055e-01,9.750383496284484863e-01,9.443593025207519531e-01,9.027107954025268555e-01,8.513875603675842285e-01,7.919573187828063965e-01,7.261962890625000000e-01,6.560134887695312500e-01,5.833718180656433105e-01,5.102097392082214355e-01,4.383641481399536133e-01,3.695018291473388672e-01,3.050587773323059082e-01,2.461941838264465332e-01,1.937568485736846924e-01,1.482683122158050537e-01,1.099217161536216736e-01,7.859601825475692749e-02,5.388457700610160828e-02,3.513653203845024109e-02,2.150746621191501617e-02,1.201770920306444168e-02,5.614024121314287186e-03,1.231950009241700172e-03,-2.144645433872938156e-03
-2.402743790298700333e-03,9.578008321113884449e-04,5.302577279508113861e-03,1.164892781525850296e-02,2.106417715549468994e-02,3.460589796304702759e-02,5.325917527079582214e-02,7.787464559078216553e-02,1.091096773743629456e-01,1.473772525787353516e-01,1.928041875362396240e-01,2.452020198106765747e-01,3.040526807308197021e-01,3.685091733932495117e-01,4.374123513698577881e-01,5.093243122100830078e-01,5.825752615928649902e-01,6.553231477737426758e-01,7.256234288215637207e-01,7.915064096450805664e-01,8.510556221008300781e-01,9.024883508682250977e-01,9.442296624183654785e-01,9.749792218208312988e-01,9.937679767608642578e-01,1.000000000000000000e+00,9.937679767608642578e-01,9.749792218208312988e-01,9.442296624183654785e-01,9.024883508682250977e-01,8.510556221008300781e-01,7.915064096450805664e-01,7.256234288215637207e-01,6.553231477737426758e-01,5.825752615928649902e-01,5.093243122100830078e-01,4.374123513698577881e-01,3.685091733932495117e-01,3.040526807308197021e-01,2.452020198106765747e-01,1.928041875362396240e-01,1.473772525787353516e-01,1.091096773743629456e-01,7.787464559078216553e-02,5.325917527079582214e-02,3.460589796304702759e-02,2.106417715549468994e-02,1.164892781525850296e-02,5.302577279508113861e-03,9.578008321113884449e-04,-2.402743790298700333e-03
-1.796464202925562859e-03,1.599609269760549068e-03,6.029550917446613312e-03,1.250751968473196030e-02,2.209389768540859222e-02,3.583606705069541931e-02,5.470648407936096191e-02,7.954139262437820435e-02,1.109832972288131714e-01,1.494306325912475586e-01,1.949970722198486328e-01,2.474834918975830078e-01,3.063641190528869629e-01,3.707879185676574707e-01,4.395958781242370605e-01,5.113540291786193848e-01,5.844003558158874512e-01,6.569041609764099121e-01,7.269347906112670898e-01,7.925382256507873535e-01,8.518146276473999023e-01,9.029970169067382812e-01,9.445262551307678223e-01,9.751144647598266602e-01,9.938021898269653320e-01,1.000000000000000000e+00,9.938021898269653320e-01,9.751144647598266602e-01,9.445262551307678223e-01,9.029970169067382812e-01,8.518146276473999023e-01,7.925382256507873535e-01,7.269347906112670898e-01,6.569041609764099121e-01,5.844003558158874512e-01,5.113540291786193848e-01,4.395958781242370605e-01,3.707879185676574707e-01,3.063641190528869629e-01,2.474834918975830078e-01,1.949970722198486328e-01,1.494306325912475586e-01,1.109832972288131714e-01,7.954139262437820435e-02,5.470648407936096191e-02,3.583606705069541931e-02,2.209389768540859222e-02,1.250751968473196030e-02,6.029550917446613312e-03,1.599609269760549068e-03,-1.796464202925562859e-03
-2.392467809841036797e-03,9.693913743831217289e-04,5.316398572176694870e-03,1.166597474366426468e-02,2.108538523316383362e-02,3.463202714920043945e-02,5.329076945781707764e-02,7.791186124086380005e-02,1.091523617506027222e-01,1.474248766899108887e-01,1.928558349609375000e-01,2.452564686536788940e-01,3.041085600852966309e-01,3.685647845268249512e-01,4.374662041664123535e-01,5.093747973442077637e-01,5.826209187507629395e-01,6.553629040718078613e-01,7.256565690040588379e-01,7.915326356887817383e-01,8.510751128196716309e-01,9.025013446807861328e-01,9.442371726036071777e-01,9.749827384948730469e-01,9.937687516212463379e-01,1.000000000000000000e+00,9.937687516212463379e-01,9.749827384948730469e-01,9.442371726036071777e-01,9.025013446807861328e-01,8.510751128196716309e-01,7.915326356887817383e-01,7.256565690040588379e-01,6.553629040718078613e-01,5.826209187507629395e-01,5.093747973442077637e-01,4.374662041664123535e-01,3.685647845268249512e-01,3.041085600852966309e-01,2.452564686536788940e-01,1.928558349609375000e-01,1.474248766899108887e-01,1.091523617506027222e-01,7.791186124086380005e-02,5.329076945781707764e-02,3.463202714920043945e-02,2.108538523316383362e-02,1.166597474366426468e-02,5.316398572176694870e-03,9.693913743831217289e-04,-2.392467809841036797e-03
-2.109963679686188698e-03,1.268658554181456566e-03,5.655591841787099838e-03,1.206679921597242355e-02,2.156633324921131134e-02,3.520686924457550049e-02,5.396731570363044739e-02,7.869128882884979248e-02,1.100288182497024536e-01,1.483856737613677979e-01,1.938821822404861450e-01,2.463245242834091187e-01,3.051908612251281738e-01,3.696320056915283203e-01,4.384889602661132812e-01,5.103256702423095703e-01,5.834761261940002441e-01,6.561038494110107422e-01,7.262711524963378906e-01,7.920162081718444824e-01,8.514307737350463867e-01,9.027398824691772461e-01,9.443764090538024902e-01,9.750462174415588379e-01,9.937849044799804688e-01,1.000000000000000000e+00,9.937849044799804688e-01,9.750462174415588379e-01,9.443764090538024902e-01,9.027398824691772461e-01,8.514307737350463867e-01,7.920162081718444824e-01,7.262711524963378906e-01,6.561038494110107422e-01,5.834761261940002441e-01,5.103256702423095703e-01,4.384889602661132812e-01,3.696320056915283203e-01,3.051908612251281738e-01,2.463245242834091187e-01,1.938821822404861450e-01,1.483856737613677979e-01,1.100288182497024536e-01,7.869128882884979248e-02,5.396731570363044739e-02,3.520686924457550049e-02,2.156633324921131134e-02,1.206679921597242355e-02,5.655591841787099838e-03,1.268658554181456566e-03,-2.109963679686188698e-03
-2.358006313443183899e-03,1.006336300633847713e-03,5.358696449548006058e-03,1.171640399843454361e-02,2.114636078476905823e-02,3.470538929104804993e-02,5.337763205170631409e-02,7.801243662834167480e-02,1.092659905552864075e-01,1.475499421358108521e-01,1.929899156093597412e-01,2.453964650630950928e-01,3.042507767677307129e-01,3.687054216861724854e-01,4.376011788845062256e-01,5.095006823539733887e-01,5.827342867851257324e-01,6.554613113403320312e-01,7.257382869720458984e-01,7.915970087051391602e-01,8.511224985122680664e-01,9.025331139564514160e-01,9.442558884620666504e-01,9.749911427497863770e-01,9.937710165977478027e-01,1.000000000000000000e+00,9.937710165977478027e-01,9.749911427497863770e-01,9.442558884620666504e-01,9.025331139564514160e-01,8.511224985122680664e-01,7.915970087051391602e-01,7.257382869720458984e-01,6.554613113403320312e-01,5.827342867851257324e-01,5.095006823539733887e-01,4.376011788845062256e-01,3.687054216861724854e-01,3.042507767677307129e-01,2.453964650630950928e-01,1.929899156093597412e-01,1.475499421358108521e-01,1.092659905552864075e-01,7.801243662834167480e-02,5.337763205170631409e-02,3.470538929104804993e-02,2.114636078476905823e-02,1.171640399843454361e-02,5.358696449548006058e-03,1.006336300633847713e-03,-2.358006313443183899e-03
-2.570606768131256104e-03,7.809504750184714794e-04,5.103078205138444901e-03,1.141415908932685852e-02,2.078350260853767395e-02,3.427150472998619080e-02,5.286673828959465027e-02,7.742365449666976929e-02,1.086036860942840576e-01,1.468236595392227173e-01,1.922138631343841553e-01,2.445886582136154175e-01,3.034320473670959473e-01,3.678978979587554932e-01,4.368272125720977783e-01,5.087808966636657715e-01,5.820869207382202148e-01,6.549003124237060547e-01,7.252730131149291992e-01,7.912307977676391602e-01,8.508530855178833008e-01,9.023525118827819824e-01,9.441504478454589844e-01,9.749432206153869629e-01,9.937588572502136230e-01,1.000000000000000000e+00,9.937588572502136230e-01,9.749432206153869629e-01,9.441504478454589844e-01,9.023525118827819824e-01,8.508530855178833008e-01,7.912307977676391602e-01,7.252730131149291992e-01,6.549003124237060547e-01,5.820869207382202148e-01,5.087808966636657715e-01,4.368272125720977783e-01,3.678978979587554932e-01,3.034320473670959473e-01,2.445886582136154175e-01,1.922138631343841553e-01,1.468236595392227173e-01,1.086036860942840576e-01,7.742365449666976929e-02,5.286673828959465027e-02,3.427150472998619080e-02,2.078350260853767395e-02,1.141415908932685852e-02,5.103078205138444901e-03,7.809504750184714794e-04,-2.570606768131256104e-03
